Make,Model,Year,Engine Fuel Type,Engine HP,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Style,MSRP
Toyota,Camry Hybrid,2017,regular unleaded,200,AUTOMATIC,front wheel drive,4,Sedan,30140
Toyota,Camry Solara,2006,regular unleaded,157,AUTOMATIC,front wheel drive,2,Coupe,21855
Toyota,Camry Solara,2006,regular unleaded,225,AUTOMATIC,front wheel drive,2,Convertible,26940
Toyota,Camry Solara,2006,regular unleaded,225,AUTOMATIC,front wheel drive,2,Coupe,23355
Toyota,Camry Solara,2006,regular unleaded,225,AUTOMATIC,front wheel drive,2,Convertible,30210
Toyota,Camry Solara,2006,regular unleaded,157,MANUAL,front wheel drive,2,Coupe,21025
Toyota,Camry Solara,2006,regular unleaded,225,AUTOMATIC,front wheel drive,2,Coupe,21860
Toyota,Camry Solara,2006,regular unleaded,157,AUTOMATIC,front wheel drive,2,Coupe,20360
Toyota,Camry Solara,2006,regular unleaded,157,MANUAL,front wheel drive,2,Coupe,19530
Toyota,Camry Solara,2006,regular unleaded,225,AUTOMATIC,front wheel drive,2,Coupe,26405
Toyota,Camry Solara,2006,regular unleaded,157,AUTOMATIC,front wheel drive,2,Coupe,23405
Toyota,Camry Solara,2007,regular unleaded,155,MANUAL,front wheel drive,2,Coupe,19930
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,29460
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,27190
Toyota,Camry Solara,2007,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,20760
Toyota,Camry Solara,2007,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,23030
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,24530
Toyota,Camry Solara,2007,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,23905
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,26905
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,30460
Toyota,Camry Solara,2007,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,22260
Toyota,Camry Solara,2007,regular unleaded,155,MANUAL,front wheel drive,2,Coupe,22200
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,27440
Toyota,Camry Solara,2008,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,24155
Toyota,Camry Solara,2008,regular unleaded,155,MANUAL,front wheel drive,2,Coupe,22450
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,27155
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,22510
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,30710
Toyota,Camry Solara,2008,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,21010
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Coupe,24780
Toyota,Camry Solara,2008,regular unleaded,155,AUTOMATIC,front wheel drive,2,Coupe,23280
Toyota,Camry Solara,2008,regular unleaded,210,AUTOMATIC,front wheel drive,2,Convertible,29710
Toyota,Camry Solara,2008,regular unleaded,155,MANUAL,front wheel drive,2,Coupe,20180
Toyota,Celica,2003,regular unleaded,140,AUTOMATIC,front wheel drive,2,2dr Hatchback,18140
Toyota,Celica,2003,premium unleaded (required),180,MANUAL,front wheel drive,2,2dr Hatchback,22005
Toyota,Celica,2003,premium unleaded (required),180,AUTOMATIC,front wheel drive,2,2dr Hatchback,22705
Toyota,Celica,2003,regular unleaded,140,MANUAL,front wheel drive,2,2dr Hatchback,17340
Toyota,Celica,2004,regular unleaded,140,MANUAL,front wheel drive,2,2dr Hatchback,19535
Toyota,Celica,2004,premium unleaded (required),180,AUTOMATIC,front wheel drive,2,2dr Hatchback,22935
Toyota,Celica,2004,premium unleaded (required),180,AUTOMATIC,front wheel drive,2,2dr Hatchback,24810
Toyota,Celica,2004,premium unleaded (required),180,MANUAL,front wheel drive,2,2dr Hatchback,22235
Toyota,Celica,2004,regular unleaded,140,AUTOMATIC,front wheel drive,2,2dr Hatchback,18370
Toyota,Celica,2004,regular unleaded,140,MANUAL,front wheel drive,2,2dr Hatchback,17570
Toyota,Celica,2004,regular unleaded,140,AUTOMATIC,front wheel drive,2,2dr Hatchback,20335
Toyota,Celica,2004,premium unleaded (required),180,MANUAL,front wheel drive,2,2dr Hatchback,24110
Toyota,Celica,2005,regular unleaded,140,MANUAL,front wheel drive,2,2dr Hatchback,17670
Toyota,Celica,2005,premium unleaded (required),180,MANUAL,front wheel drive,2,2dr Hatchback,22335
Toyota,Celica,2005,premium unleaded (required),180,AUTOMATIC,front wheel drive,2,2dr Hatchback,23035
Toyota,Celica,2005,regular unleaded,140,AUTOMATIC,front wheel drive,2,2dr Hatchback,18470
Toyota,Corolla,2015,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,18965
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,18965
Toyota,Corolla,2015,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,19665
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,19895
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,17550
Toyota,Corolla,2015,regular unleaded,132,MANUAL,front wheel drive,4,Sedan,16950
Toyota,Corolla,2015,regular unleaded,132,MANUAL,front wheel drive,4,Sedan,21495
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,22025
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,22955
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,19195
Toyota,Corolla,2015,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,22725
Toyota,Corolla,2015,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,18565
Toyota,Corolla,2016,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,19135
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,19135
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,20065
Toyota,Corolla,2016,regular unleaded,132,MANUAL,front wheel drive,4,Sedan,17300
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,23125
Toyota,Corolla,2016,regular unleaded,132,MANUAL,front wheel drive,4,Sedan,21665
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,22195
Toyota,Corolla,2016,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,19835
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,20635
Toyota,Corolla,2016,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,22895
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,17900
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,18735
Toyota,Corolla,2016,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,19365
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,22680
Toyota,Corolla,2017,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,21300
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,18500
Toyota,Corolla,2017,regular unleaded,132,MANUAL,front wheel drive,4,Sedan,21665
Toyota,Corolla,2017,regular unleaded,140,AUTOMATIC,front wheel drive,4,Sedan,19335
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,21900
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,21825
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,18935
Toyota,Corolla,2017,regular unleaded,132,AUTOMATIC,front wheel drive,4,Sedan,20445
Toyota,Corolla iM,2017,regular unleaded,137,MANUAL,front wheel drive,4,4dr Hatchback,18750
Toyota,Corolla iM,2017,regular unleaded,137,AUTOMATIC,front wheel drive,4,4dr Hatchback,19490
Toyota,Cressida,1990,regular unleaded,190,AUTOMATIC,rear wheel drive,4,Sedan,2000
Toyota,Cressida,1991,regular unleaded,190,AUTOMATIC,rear wheel drive,4,Sedan,2000
Toyota,Cressida,1992,regular unleaded,190,AUTOMATIC,rear wheel drive,4,Sedan,2000
Toyota,ECHO,2003,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,10775
Toyota,ECHO,2003,regular unleaded,108,AUTOMATIC,front wheel drive,4,Sedan,11575
Toyota,ECHO,2003,regular unleaded,108,MANUAL,front wheel drive,2,Coupe,10245
Toyota,ECHO,2003,regular unleaded,108,AUTOMATIC,front wheel drive,2,Coupe,11045
Toyota,ECHO,2004,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,10885
Toyota,ECHO,2004,regular unleaded,108,AUTOMATIC,front wheel drive,4,Sedan,11685
Toyota,ECHO,2004,regular unleaded,108,AUTOMATIC,front wheel drive,2,Coupe,11155
Toyota,ECHO,2004,regular unleaded,108,MANUAL,front wheel drive,2,Coupe,10355
Toyota,ECHO,2005,regular unleaded,108,MANUAL,front wheel drive,4,Sedan,10985
Toyota,ECHO,2005,regular unleaded,108,AUTOMATIC,front wheel drive,2,Coupe,11255
Toyota,ECHO,2005,regular unleaded,108,AUTOMATIC,front wheel drive,4,Sedan,11785
Toyota,ECHO,2005,regular unleaded,108,MANUAL,front wheel drive,2,Coupe,10455
Toyota,FJ Cruiser,2012,regular unleaded,260,AUTOMATIC,four wheel drive,4,4dr SUV,27705
Toyota,FJ Cruiser,2012,regular unleaded,260,MANUAL,four wheel drive,4,4dr SUV,27295
Toyota,FJ Cruiser,2012,regular unleaded,260,AUTOMATIC,rear wheel drive,4,4dr SUV,26115
Toyota,FJ Cruiser,2013,regular unleaded,260,AUTOMATIC,rear wheel drive,4,4dr SUV,27030
Toyota,FJ Cruiser,2013,regular unleaded,260,AUTOMATIC,four wheel drive,4,4dr SUV,28620
Toyota,FJ Cruiser,2013,regular unleaded,260,MANUAL,four wheel drive,4,4dr SUV,28210
Toyota,FJ Cruiser,2014,regular unleaded,260,AUTOMATIC,four wheel drive,4,4dr SUV,29270
Toyota,FJ Cruiser,2014,regular unleaded,260,AUTOMATIC,rear wheel drive,4,4dr SUV,27680
Toyota,FJ Cruiser,2014,regular unleaded,260,MANUAL,four wheel drive,4,4dr SUV,28860
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,34750
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,31070
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,44140
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,38050
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,41650
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,42680
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,32530
Toyota,Highlander,2015,regular unleaded,185,AUTOMATIC,front wheel drive,4,4dr SUV,29765
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,33290
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,36590
Toyota,Highlander,2015,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,40190
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,34395
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,38775
Toyota,Highlander,2016,regular unleaded,185,AUTOMATIC,front wheel drive,4,4dr SUV,30490
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,42375
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,44990
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,33475
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,43530
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,32015
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,40915
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,all wheel drive,4,4dr SUV,35855
Toyota,Highlander,2016,regular unleaded,270,AUTOMATIC,front wheel drive,4,4dr SUV,37315
Toyota,Highlander Hybrid,2014,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,47300
Toyota,Highlander Hybrid,2014,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,49790
Toyota,Highlander Hybrid,2015,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,47850
Toyota,Highlander Hybrid,2015,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,50340
Toyota,Highlander Hybrid,2016,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,50485
Toyota,Highlander Hybrid,2016,regular unleaded,280,AUTOMATIC,all wheel drive,4,4dr SUV,47870
Toyota,Land Cruiser,2015,regular unleaded,381,AUTOMATIC,four wheel drive,4,4dr SUV,80155
Toyota,Land Cruiser,2016,regular unleaded,381,AUTOMATIC,four wheel drive,4,4dr SUV,83825
Toyota,Land Cruiser,2017,regular unleaded,381,AUTOMATIC,four wheel drive,4,4dr SUV,84325
Toyota,MR2,1993,regular unleaded,135,MANUAL,rear wheel drive,2,Coupe,2000
Toyota,MR2,1993,regular unleaded,200,MANUAL,rear wheel drive,2,Coupe,2078
Toyota,MR2,1994,regular unleaded,200,MANUAL,rear wheel drive,2,Coupe,2254
Toyota,MR2,1994,regular unleaded,135,MANUAL,rear wheel drive,2,Coupe,2000
Toyota,MR2,1995,regular unleaded,135,MANUAL,rear wheel drive,2,Coupe,2038
Toyota,MR2,1995,regular unleaded,200,MANUAL,rear wheel drive,2,Coupe,2462
Toyota,MR2 Spyder,2003,premium unleaded (required),138,AUTOMATED_MANUAL,rear wheel drive,2,Convertible,25645
Toyota,MR2 Spyder,2003,premium unleaded (required),138,MANUAL,rear wheel drive,2,Convertible,24645
Toyota,MR2 Spyder,2004,regular unleaded,138,AUTOMATED_MANUAL,rear wheel drive,2,Convertible,25895
Toyota,MR2 Spyder,2004,regular unleaded,138,MANUAL,rear wheel drive,2,Convertible,24895
Toyota,MR2 Spyder,2005,regular unleaded,138,AUTOMATED_MANUAL,rear wheel drive,2,Convertible,26145
Toyota,MR2 Spyder,2005,regular unleaded,138,MANUAL,rear wheel drive,2,Convertible,25145
Toyota,Matrix,2011,regular unleaded,132,AUTOMATIC,front wheel drive,4,4dr Hatchback,19685
Toyota,Matrix,2011,regular unleaded,158,AUTOMATIC,front wheel drive,4,4dr Hatchback,20755
Toyota,Matrix,2011,regular unleaded,158,MANUAL,front wheel drive,4,4dr Hatchback,19565
Toyota,Matrix,2011,regular unleaded,158,AUTOMATIC,all wheel drive,4,4dr Hatchback,21715
Toyota,Matrix,2011,regular unleaded,132,MANUAL,front wheel drive,4,4dr Hatchback,18845
Toyota,Matrix,2012,regular unleaded,158,AUTOMATIC,all wheel drive,4,4dr Hatchback,21715
Toyota,Matrix,2012,regular unleaded,132,MANUAL,front wheel drive,4,4dr Hatchback,18845
Toyota,Matrix,2012,regular unleaded,158,AUTOMATIC,front wheel drive,4,4dr Hatchback,20755
Toyota,Matrix,2012,regular unleaded,132,AUTOMATIC,front wheel drive,4,4dr Hatchback,19685
Toyota,Matrix,2012,regular unleaded,158,MANUAL,front wheel drive,4,4dr Hatchback,19565
Toyota,Matrix,2013,regular unleaded,132,AUTOMATIC,front wheel drive,4,4dr Hatchback,20115
Toyota,Matrix,2013,regular unleaded,158,AUTOMATIC,all wheel drive,4,4dr Hatchback,22415
Toyota,Matrix,2013,regular unleaded,158,MANUAL,front wheel drive,4,4dr Hatchback,20265
Toyota,Matrix,2013,regular unleaded,158,AUTOMATIC,front wheel drive,4,4dr Hatchback,21455
Toyota,Matrix,2013,regular unleaded,132,MANUAL,front wheel drive,4,4dr Hatchback,19275
Toyota,Paseo,1995,regular unleaded,100,MANUAL,front wheel drive,2,Coupe,2000
Toyota,Paseo,1996,regular unleaded,93,MANUAL,front wheel drive,2,Coupe,2000
Toyota,Paseo,1997,regular unleaded,93,MANUAL,front wheel drive,2,Coupe,2000
Toyota,Paseo,1997,regular unleaded,93,MANUAL,front wheel drive,2,Convertible,2178
Toyota,Pickup,1993,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2047
Toyota,Pickup,1993,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2550
Toyota,Pickup,1993,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2221
Toyota,Pickup,1993,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2000
Toyota,Pickup,1993,regular unleaded,116,MANUAL,four wheel drive,2,Extended Cab Pickup,2142
Toyota,Pickup,1993,regular unleaded,116,MANUAL,four wheel drive,2,Regular Cab Pickup,2013
Toyota,Pickup,1994,regular unleaded,116,MANUAL,four wheel drive,2,Extended Cab Pickup,2293
Toyota,Pickup,1994,regular unleaded,150,MANUAL,four wheel drive,2,Regular Cab Pickup,2281
Toyota,Pickup,1994,regular unleaded,116,MANUAL,rear wheel drive,2,Regular Cab Pickup,2000
Toyota,Pickup,1994,regular unleaded,116,MANUAL,rear wheel drive,2,Regular Cab Pickup,2000
Toyota,Pickup,1994,regular unleaded,116,MANUAL,four wheel drive,2,Regular Cab Pickup,2115
Toyota,Pickup,1994,regular unleaded,116,MANUAL,rear wheel drive,2,Extended Cab Pickup,2000
Toyota,Pickup,1994,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2040
Toyota,Pickup,1994,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2423
Toyota,Pickup,1994,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2188
Toyota,Pickup,1994,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2699
Toyota,Pickup,1995,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2311
Toyota,Pickup,1995,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2691
Toyota,Pickup,1995,regular unleaded,116,MANUAL,rear wheel drive,2,Extended Cab Pickup,2197
Toyota,Pickup,1995,regular unleaded,116,MANUAL,four wheel drive,2,Extended Cab Pickup,2553
Toyota,Pickup,1995,regular unleaded,116,MANUAL,four wheel drive,2,Regular Cab Pickup,2409
Toyota,Pickup,1995,regular unleaded,150,MANUAL,four wheel drive,2,Extended Cab Pickup,2912
Toyota,Pickup,1995,regular unleaded,116,MANUAL,rear wheel drive,2,Regular Cab Pickup,2000
Toyota,Pickup,1995,regular unleaded,150,MANUAL,rear wheel drive,2,Extended Cab Pickup,2498
Toyota,Pickup,1995,regular unleaded,150,MANUAL,four wheel drive,2,Regular Cab Pickup,2539
Toyota,Pickup,1995,regular unleaded,116,MANUAL,rear wheel drive,2,Regular Cab Pickup,2000
Toyota,Previa,1995,regular unleaded,138,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1995,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1995,regular unleaded,138,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1995,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2194
Toyota,Previa,1995,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1995,regular unleaded,138,AUTOMATIC,all wheel drive,3,Passenger Minivan,2088
Toyota,Previa,1995,regular unleaded,138,AUTOMATIC,all wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1995,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2000
Toyota,Previa,1996,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2064
Toyota,Previa,1996,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2304
Toyota,Previa,1996,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2419
Toyota,Previa,1996,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2196
Toyota,Previa,1997,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2388
Toyota,Previa,1997,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2242
Toyota,Previa,1997,regular unleaded,161,AUTOMATIC,all wheel drive,3,Passenger Minivan,2728
Toyota,Previa,1997,regular unleaded,161,AUTOMATIC,rear wheel drive,3,Passenger Minivan,2580
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,25765
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,30005
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,24200
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,28435
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,26985
Toyota,Prius,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,4dr Hatchback,23215
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,24200
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,26250
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,28650
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,30000
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,24700
Toyota,Prius,2016,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,28100
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,28115
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,30015
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,29135
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,26735
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,24685
Toyota,Prius,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,25165
Toyota,Prius Prime,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,27100
Toyota,Prius Prime,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,33100
Toyota,Prius Prime,2017,regular unleaded,121,AUTOMATIC,front wheel drive,4,4dr Hatchback,28800
Toyota,Prius c,2014,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,20030
Toyota,Prius c,2014,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,19080
Toyota,Prius c,2014,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,21765
Toyota,Prius c,2014,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,23360
Toyota,Prius c,2015,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,20340
Toyota,Prius c,2015,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,21765
Toyota,Prius c,2015,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,19540
Toyota,Prius c,2015,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,24475
Toyota,Prius c,2016,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,20360
Toyota,Prius c,2016,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,19560
Toyota,Prius c,2016,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,24495
Toyota,Prius c,2016,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,21785
Toyota,Prius c,2016,regular unleaded,99,AUTOMATIC,front wheel drive,4,4dr Hatchback,21355
Toyota,Prius v,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,26675
Toyota,Prius v,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,28060
Toyota,Prius v,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,30935
Toyota,Prius v,2015,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,29695
Toyota,Prius v,2016,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,26675
Toyota,Prius v,2016,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,28060
Toyota,Prius v,2016,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,30935
Toyota,Prius v,2016,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,29695
Toyota,Prius v,2017,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,26675
Toyota,Prius v,2017,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,29695
Toyota,Prius v,2017,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,28060
Toyota,Prius v,2017,regular unleaded,134,AUTOMATIC,front wheel drive,4,Wagon,30935
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,25240
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,29850
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,28450
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,26640
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,23680
Toyota,RAV4,2015,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,25080
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,29265
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,25750
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,26270
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,24350
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,30665
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,31510
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,32910
Toyota,RAV4,2016,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,27670
Toyota,RAV4,2017,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,31830
Toyota,RAV4,2017,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,28230
Toyota,RAV4,2017,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,26310
Toyota,RAV4,2017,regular unleaded,176,AUTOMATIC,front wheel drive,4,4dr SUV,24910
Toyota,RAV4,2017,regular unleaded,176,AUTOMATIC,all wheel drive,4,4dr SUV,36150
